Name,Type,Breed,Outcome Type,Days in Shelter
WILL,CAT,DOMESTIC SH,ADOPTION,38
*ARIEL,OTHER,RABBIT SH,TRANSFER,22
,CAT,DOMESTIC SH,TRANSFER,8
BUFFY,DOG,PIT BULL/PEKINGESE,ADOPTION,7
*ROMEO,CAT,DOMESTIC SH,ADOPTION,19
NIMBUS,DOG,DALMATIAN,RETURN TO OWNER,7
,OTHER,CHICKEN,EUTHANIZE,89
LETZY,DOG,CHIHUAHUA SH,TRANSFER,6
MAGGIE,DOG,PARSON RUSS TER,RETURN TO OWNER,0
RAJA,DOG,PIT BULL,EUTHANIZE,27
KANE,DOG,GERM SHEPHERD,RETURN TO OWNER,12
KALI,DOG,PIT BULL,EUTHANIZE,11
SARAH,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,1
,CAT,DOMESTIC SH,EUTHANIZE,0
MISHKA,DOG,PIT BULL,RETURN TO OWNER,13
*LOKI,OTHER,REX,TRANSFER,29
,OTHER,PIG,TRANSFER,24
,OTHER,RAT,TRANSFER,4
*ANDREW,CAT,DOMESTIC SH,ADOPTION,8
NENA,DOG,PIT BULL,ADOPTION,19
TIMMY,DOG,CHIHUAHUA LH/MIX,ADOPTION,9
,CAT,DOMESTIC MH,EUTHANIZE,2
*MIKEY,CAT,DOMESTIC SH,ADOPTION,10
LITTLE BEE,CAT,DOMESTIC SH,RETURN TO OWNER,12
SIMON,DOG,AUST TERRIER/MIX,RETURN TO OWNER,0
,DOG,SCHNAUZER MIN/DACHSHUND,TRANSFER,26
ROXY,DOG,LABRADOR RETR,RETURN TO OWNER,1
*LLYOD,OTHER,GUINEA PIG,TRANSFER,34
TIGER,CAT,DOMESTIC SH,RETURN TO OWNER,12
RANDY,DOG,CHIHUAHUA SH/MIX,TRANSFER,28
,CAT,DOMESTIC SH,TRANSFER,5
MISS KITTY,CAT,DOMESTIC LH,EUTHANIZE,29
,DOG,PIT BULL/BOXER,EUTHANIZE,14
*DAFFODIL,CAT,DOMESTIC SH,ADOPTION,12
,CAT,DOMESTIC SH,RETURN TO OWNER,2
KIARA,CAT,DOMESTIC SH,ADOPTION,16
KILO,DOG,AMERICAN STAFF/PIT BULL,RETURN TO OWNER,8
DIETRICH,DOG,LABRADOR RETR/POODLE STND,RETURN TO OWNER,1
,CAT,DOMESTIC SH,EUTHANIZE,12
*AUTUMN,DOG,GERM SHEPHERD,TRANSFER,58
MILLE,DOG,LABRADOR RETR/MIX,ADOPTION,9
,CAT,DOMESTIC SH,EUTHANIZE,9
RESSES,DOG,PIT BULL/MIX,RETURN TO OWNER,0
YOGI,DOG,LABRADOR RETR,RETURN TO OWNER,1
POGO,DOG,CHIHUAHUA SH,RETURN TO OWNER,0
HUCKLEBERRY,DOG,SIBERIAN HUSKY,RETURN TO OWNER,1
COPPER,DOG,BLACK/TAN HOUND,RETURN TO OWNER,1
,DOG,GREAT PYRENEES,RETURN TO OWNER,10
HENNESSEY,DOG,PIT BULL,RETURN TO OWNER,112
,OTHER,FOX,EUTHANIZE,0
*PHOEBE,DOG,CHIHUAHUA SH,EUTHANIZE,35
CAMERON,CAT,HIMALAYAN,EUTHANIZE,13
KIPPER,DOG,PARSON RUSS TER/POMERANIAN,TRANSFER,4
GIDGET,DOG,BRUSS GRIFFON,ADOPTION,11
*FERN/BELLA,DOG,BORDER COLLIE/MIX,ADOPTION,41
RIVA,DOG,DALMATIAN/MIX,ADOPTION,13
,DOG,CHIHUAHUA SH,TRANSFER,37
SHELBY,DOG,AUST CATTLE DOG/MIX,TRANSFER,56
*DANTE,CAT,DOMESTIC SH,ADOPTION,7
,CAT,DOMESTIC SH,ADOPTION,9
JIMMY,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
KARMA,DOG,PIT BULL,EUTHANIZE,9
,CAT,DOMESTIC SH,EUTHANIZE,8
KITA,DOG,PIT BULL,RETURN TO OWNER,0
BONITO,DOG,AMER FOXHOUND/MIX,RETURN TO OWNER,6
*KATNISS,DOG,PIT BULL,EUTHANIZE,40
*MONICA,CAT,DOMESTIC SH,ADOPTION,13
*CHIP,OTHER,GUINEA PIG,DIED,20
SWISHER,DOG,PIT BULL/LABRADOR RETR,RETURN TO OWNER,4
ZEUS,DOG,PIT BULL,RETURN TO OWNER,1
*ARAGORN,OTHER,LOP-ENGLISH,ADOPTION,37
,CAT,DOMESTIC SH,EUTHANIZE,0
,OTHER,RABBIT SH,TRANSFER,46
RAMA,DOG,AUST KELPIE/MIX,RETURN TO OWNER,3
,CAT,DOMESTIC SH,TRANSFER,7
ROCKY,DOG,DOBERMAN PINSCH,RETURN TO OWNER,0
,CAT,DOMESTIC LH,EUTHANIZE,10
LOVEE,DOG,PIT BULL,RETURN TO OWNER,18
*MCKENZIE,CAT,DOMESTIC SH,ADOPTION,37
SABRINA,CAT,DOMESTIC SH,ADOPTION,10
BELLE,DOG,GREAT PYRENEES,RETURN TO OWNER,0
,DOG,PIT BULL/DALMATIAN,EUTHANIZE,15
,CAT,DOMESTIC SH,DIED,5
,OTHER,HORSE,TRANSFER,21
COCOA,CAT,DOMESTIC SH,RETURN TO OWNER,0
,OTHER,GOAT,TRANSFER,36
*SADIE,DOG,PIT BULL/MIX,TRANSFER,85
,CAT,DOMESTIC SH,TRANSFER,0
,CAT,DOMESTIC MH,TRANSFER,4
*LILLY,CAT,DOMESTIC SH,ADOPTION,15
*PHOEBE,OTHER,CALIFORNIAN/MIX,TRANSFER,23
,OTHER,BAT,EUTHANIZE,0
,OTHER,CHICKEN,EUTHANIZE,0
FRASIER,DOG,POODLE MIN,RETURN TO OWNER,0
*AUSTIN,CAT,DOMESTIC SH,ADOPTION,36
*BRITTANY,CAT,DOMESTIC SH,ADOPTION,15
TREMOR,DOG,PIT BULL,RETURN TO OWNER,3
CANELO,DOG,ALASKAN HUSKY/GERM SHEPHERD,RETURN TO OWNER,0
HASHKY,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,0
*FERN/BELLA,DOG,BORDER COLLIE/MIX,EUTHANIZE,12
WREN,DOG,GREAT PYRENEES,RETURN TO OWNER,0
*DOUGLAS,CAT,DOMESTIC SH,ADOPTION,8
,DOG,GERM SHEPHERD,TRANSFER,7
*BALOO,DOG,GERM SHEPHERD,TRANSFER,15
,CAT,DOMESTIC SH,EUTHANIZE,1
,CAT,DOMESTIC LH,TRANSFER,0
,CAT,MANX,RETURN TO OWNER,6
*THELMA,CAT,DOMESTIC LH,ADOPTION,14
HAPPY KAT,CAT,DOMESTIC MH,ADOPTION,35
*BOSS,DOG,PIT BULL/BASSET HOUND,TRANSFER,7
*VIZZINI,DOG,CHIHUAHUA SH,TRANSFER,35
,CAT,DOMESTIC SH,TRANSFER,3
,DOG,CHIHUAHUA SH/MIX,TRANSFER,9
*LOLA,OTHER,GOAT,TRANSFER,28
*GARTH,CAT,DOMESTIC SH,ADOPTION,10
,CAT,DOMESTIC SH,TRANSFER,0
CHIQUITO,DOG,CHIHUAHUA SH,RETURN TO OWNER,2
,CAT,DOMESTIC SH,EUTHANIZE,0
DEMON,DOG,PIT BULL,RETURN TO OWNER,5
*PATRICK,CAT,DOMESTIC SH,ADOPTION,5
KAYLA,DOG,YORKSHIRE TERR/MIX,RETURN TO OWNER,1
MIA,DOG,CHIHUAHUA SH,RETURN TO OWNER,0
,CAT,DOMESTIC SH,EUTHANIZE,3
,CAT,DOMESTIC SH,RETURN TO OWNER,7
,CAT,DOMESTIC SH,TRANSFER,17
SAMSON,DOG,PIT BULL/AUST CATTLE DOG,ADOPTION,143
,CAT,DOMESTIC SH,EUTHANIZE,5
*LOUIE,DOG,PIT BULL,TRANSFER,78
*MITCH,CAT,DOMESTIC SH,ADOPTION,10
*RUCKUS,DOG,SIBERIAN HUSKY/MIX,ADOPTION,37
*CODY,CAT,DOMESTIC SH,ADOPTION,60
*MOE,CAT,DOMESTIC SH,ADOPTION,108
,CAT,DOMESTIC SH,TRANSFER,3
*STACIA,CAT,DOMESTIC SH,ADOPTION,8
CAIRO,DOG,SIBERIAN HUSKY/MIX,TRANSFER,22
,CAT,DOMESTIC SH,EUTHANIZE,0
SCOOTER,DOG,ROTTWEILER/LABRADOR RETR,EUTHANIZE,9
CICI,DOG,SIBERIAN HUSKY,RETURN TO OWNER,2
*ANDY,DOG,PIT BULL/LABRADOR RETR,ADOPTION,8
CUPCAKE,DOG,CHIHUAHUA SH,ADOPTION,22
,DOG,GERM SHEPHERD,TRANSFER,43
LOLA,DOG,AUST KELPIE/MIX,ADOPTION,12
ROSIE,DOG,GERM SHEPHERD,ADOPTION,48
COCOA,DOG,LABRADOR RETR/PIT BULL,ADOPTION,14
,OTHER,CHICKEN,TRANSFER,13
*OLIVER,DOG,PIT BULL/MIX,RETURN TO OWNER,0
KARMA,DOG,PIT BULL,TRANSFER,78
KOHLEE,DOG,COCKER SPAN/MIX,RETURN TO OWNER,0
*CATNIS,CAT,DOMESTIC SH,ADOPTION,17
PUPPY PUPPY,DOG,AUST CATTLE DOG/MIX,RETURN TO OWNER,3
MEOWINGTON,CAT,DOMESTIC SH,ADOPTION,7
CASH,DOG,SHIH TZU,RETURN TO OWNER,0
SEQUOIA,DOG,LABRADOR RETR,RETURN TO OWNER,1
HEATHER,DOG,CHIHUAHUA SH/MIX,ADOPTION,14
*LYNN,CAT,DOMESTIC SH,ADOPTION,14
BETTY,CAT,DOMESTIC SH,RETURN TO OWNER,1
JACK,DOG,LABRADOR RETR,RETURN TO OWNER,1
,CAT,DOMESTIC SH,EUTHANIZE,0
,CAT,DOMESTIC SH,RETURN TO OWNER,7
MARY,DOG,PIT BULL,RETURN TO OWNER,0
*JACKSON,DOG,PARSON RUSS TER/LABRADOR RETR,ADOPTION,8
*ANNABELLE,CAT,DOMESTIC LH,ADOPTION,28
MERLE,CAT,DOMESTIC SH,ADOPTION,12
,CAT,DOMESTIC SH,RETURN TO OWNER,5
R.J.,CAT,DOMESTIC SH,EUTHANIZE,7
,OTHER,KOI,ADOPTION,38
GILROY,CAT,DOMESTIC MH,ADOPTION,31
JASMINE,DOG,PIT BULL/WEIMARANER,ADOPTION,28
LOLI,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
,OTHER,COCKATIEL,ADOPTION,4
,CAT,DOMESTIC LH,TRANSFER,3
*WAYNE,DOG,ANATOL SHEPHERD,TRANSFER,50
CHICO,DOG,PIT BULL,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,11
GRACIE,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,1
*CATNISS,CAT,SIAMESE,ADOPTION,15
*MARTY,CAT,DOMESTIC SH,ADOPTION,7
*MATT,CAT,DOMESTIC SH,ADOPTION,3
BLUE CHROME,DOG,CANE CORSO,RETURN TO OWNER,0
ASPEN,DOG,PIT BULL,RETURN TO OWNER,8
*NEPTUNE,DOG,PARSON RUSS TER/MIX,TRANSFER,40
*MARIA,DOG,GERM SHEPHERD,TRANSFER,58
PRINCESS,DOG,PIT BULL/MIX,RETURN TO OWNER,14
WHITE FACE,CAT,DOMESTIC LH,RETURN TO OWNER,4
SNOWBALL,CAT,DOMESTIC SH,ADOPTION,23
,CAT,DOMESTIC SH,RETURN TO OWNER,10
*BUSTER,DOG,POINTER/MIX,ADOPTION,28
*SNUGGLE,OTHER,RAT,ADOPTION,14
FITZ,CAT,DOMESTIC MH,ADOPTION,6
*MANNY,DOG,PIT BULL,ADOPTION,57
TOBY,CAT,DOMESTIC SH,ADOPTION,31
POCHO,DOG,PIT BULL,RETURN TO OWNER,15
,CAT,SIAMESE,EUTHANIZE,0
OLIVER,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,2
*DAVE,CAT,DOMESTIC SH,ADOPTION,23
MURPHY,DOG,PIT BULL,RETURN TO OWNER,2
,OTHER,BAT,EUTHANIZE,0
FARLEY,DOG,DACHSHUND/PARSON RUSS TER,ADOPTION,76
*ANNABELLE,DOG,CHIHUAHUA SH,TRANSFER,12
,OTHER,PEAFOWL,TRANSFER,11
,CAT,DOMESTIC SH,TRANSFER,3
RILEY,DOG,AUST SHEPHERD,RETURN TO OWNER,0
TAZ,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
,DOG,PIT BULL,EUTHANIZE,30
,OTHER,BOER,ADOPTION,14
CARLY,DOG,CHIHUAHUA SH,ADOPTION,21
SPIKE,DOG,PIT BULL,EUTHANIZE,0
BABY,DOG,POMERANIAN/SHIH TZU,RETURN TO OWNER,7
KINKY,CAT,DOMESTIC SH,ADOPTION,4
,CAT,DOMESTIC SH,TRANSFER,0
WIZARD,DOG,MALTESE/FOX TERR SMOOTH,RETURN TO OWNER,1
*JACK,DOG,PIT BULL,TRANSFER,70
ALANA,DOG,PIT BULL,ADOPTION,14
*ROSIE,CAT,DOMESTIC SH,ADOPTION,8
*JEFF RANIERI,CAT,DOMESTIC SH,ADOPTION,14
,CAT,DOMESTIC SH,RETURN TO OWNER,5
MARISCA,DOG,CATAHOULA/MIX,RETURN TO OWNER,5
STASIA,DOG,LABRADOR RETR/SIBERIAN HUSKY,ADOPTION,10
KARMA,CAT,DOMESTIC SH,ADOPTION,50
MARLEY,DOG,CHIHUAHUA LH/MIX,ADOPTION,21
,OTHER,SHEEP,TRANSFER,14
,DOG,PARSON RUSS TER/MIX,TRANSFER,8
MADISON,DOG,GERM SHEPHERD,TRANSFER,23
*KONA,DOG,GERM SHEPHERD,ADOPTION,4
HENNESSEY,DOG,GERM SHEPHERD/MIX,ADOPTION,14
ANGUS,DOG,PIT BULL/MIX,EUTHANIZE,9
LEO,CAT,DOMESTIC SH,ADOPTION,38
,CAT,DOMESTIC SH,RETURN TO OWNER,5
,DOG,PIT BULL,RETURN TO OWNER,2
,DOG,CHIHUAHUA SH,EUTHANIZE,0
HARI,CAT,HIMALAYAN/MIX,ADOPTION,36
KITTY POO,CAT,DOMESTIC MH,RETURN TO OWNER,9
,CAT,DOMESTIC SH,TRANSFER,0
RORI,CAT,DOMESTIC SH,RETURN TO OWNER,1
SIMBA,DOG,CHIHUAHUA SH,ADOPTION,37
,CAT,DOMESTIC SH,TRANSFER,7
BISCUIT,DOG,BOXER,RETURN TO OWNER,0
*PANTHER,CAT,DOMESTIC SH,ADOPTION,17
MAGGIE,CAT,DOMESTIC SH,ADOPTION,32
SOPHIE,DOG,PIT BULL,RETURN TO OWNER,2
,DOG,GERM SHEPHERD,EUTHANIZE,18
BEHR,DOG,DOBERMAN PINSCH,TRANSFER,32
FERN,DOG,CHIHUAHUA SH,ADOPTION,16
BEN,DOG,ROTTWEILER/MIX,ADOPTION,12
*HANK,DOG,SIBERIAN HUSKY/GERM SHEPHERD,ADOPTION,9
SOPHIE,DOG,PIT BULL,ADOPTION,52
,OTHER,GOAT,ADOPTION,11
,CAT,DOMESTIC SH,EUTHANIZE,0
BUCKWHEAT,DOG,PIT BULL,RETURN TO OWNER,18
,OTHER,PIGEON,TRANSFER,12
*VANNA,DOG,LABRADOR RETR/AUST CATTLE DOG,ADOPTION,67
HANK,CAT,DOMESTIC SH,RETURN TO OWNER,3
*BIANCA,CAT,DOMESTIC SH,ADOPTION,57
BITSY,DOG,GERM SHEPHERD,EUTHANIZE,28
,CAT,DOMESTIC SH,EUTHANIZE,1
PHANTOM,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
MIDNIGHT,DOG,LABRADOR RETR,RETURN TO OWNER,0
,DOG,WEST HIGHLAND,TRANSFER,17
LESLIE,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC SH,EUTHANIZE,0
*LIZA,CAT,DOMESTIC SH,ADOPTION,67
SMOKEY,CAT,DOMESTIC MH,ADOPTION,15
,DOG,AUST KELPIE/MIX,TRANSFER,15
DALLAS,DOG,LABRADOR RETR,RETURN TO OWNER,0
*SAMMY,OTHER,RABBIT SH,TRANSFER,102
,DOG,CAVALIER SPAN,EUTHANIZE,0
*GUS,DOG,PIT BULL/MIX,ADOPTION,17
SPYDER,CAT,DOMESTIC SH,RETURN TO OWNER,1
,CAT,DOMESTIC SH,RETURN TO OWNER,3
WHISKEY,DOG,ROTTWEILER/GERM SHEPHERD,ADOPTION,58
*ELSA,CAT,DOMESTIC SH,TRANSFER,3
,CAT,DOMESTIC SH,TRANSFER,6
LOU DOG,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,2
SHEEMOUR,CAT,SIAMESE,RETURN TO OWNER,0
*TERI,CAT,DOMESTIC SH,TRANSFER,28
*ANNIE,CAT,DOMESTIC SH,ADOPTION,22
LIMEY,DOG,IRISH SETTER,RETURN TO OWNER,0
*MERRYWEATHER,OTHER,RABBIT LH,ADOPTION,40
KITTY,CAT,DOMESTIC MH,EUTHANIZE,6
,CAT,DOMESTIC SH,EUTHANIZE,0
,DOG,CHIHUAHUA SH,EUTHANIZE,9
*DAVID,CAT,DOMESTIC SH,ADOPTION,15
,OTHER,HORSE,TRANSFER,21
SKY,DOG,GERM SHEPHERD,RETURN TO OWNER,4
*LUNA,DOG,VIZSLA/MIX,ADOPTION,3
*WILLY,CAT,DOMESTIC SH,ADOPTION,14
*FRANCINE,CAT,DOMESTIC SH,ADOPTION,4
,OTHER,RABBIT SH,RETURN TO OWNER,0
,CAT,DOMESTIC SH,EUTHANIZE,2
,CAT,SIAMESE,TRANSFER,6
*STUMPY,DOG,PIT BULL/DACHSHUND,ADOPTION,70
AVO,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,2
,CAT,DOMESTIC SH,TRANSFER,1
BIG GUY,DOG,SIBERIAN HUSKY,ADOPTION,41
LOLO,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,10
,CAT,DOMESTIC SH,RETURN TO OWNER,10
,CAT,DOMESTIC SH,EUTHANIZE,0
SPARKLES,DOG,BORDER COLLIE,RETURN TO OWNER,1
*PEANUT,DOG,CHIHUAHUA SH/DACHSHUND,ADOPTION,197
COCO,DOG,PIT BULL/MIX,ADOPTION,1
DUTCH,DOG,GERM WH POINT,RETURN TO OWNER,3
ELVIS,DOG,LABRADOR RETR/BOXER,ADOPTION,21
*PEDRO,DOG,CHIHUAHUA SH/MIX,ADOPTION,25
RILEY,CAT,DOMESTIC SH,ADOPTION,10
,CAT,DOMESTIC LH,EUTHANIZE,2
BRAVO,DOG,GERM SHEPHERD,RETURN TO OWNER,0
,DOG,BORDER COLLIE,DIED,40
CHARITO,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,3
*GEORGE,DOG,CHIHUAHUA LH/FOX TERR WIRE,ADOPTION,56
CHARLIE,DOG,CHIHUAHUA SH/MIX,ADOPTION,19
AGENT NAPA,DOG,DACHSHUND/MIX,ADOPTION,64
,CAT,DOMESTIC LH,RETURN TO OWNER,3
KYLIE,DOG,BEAGLE/PARSON RUSS TER,RETURN TO OWNER,2
OSCAR,CAT,DOMESTIC MH,ADOPTION,29
,OTHER,RABBIT SH,EUTHANIZE,6
*VODKA,CAT,DOMESTIC SH,ADOPTION,34
,DOG,LABRADOR RETR/MIX,TRANSFER,8
MOO,CAT,DOMESTIC SH,ADOPTION,6
PRINCESS LEIA,CAT,DOMESTIC MH,RETURN TO OWNER,1
MARY JANE,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,2
*DIXIE,DOG,LABRADOR RETR/MIX,ADOPTION,72
ATING,DOG,DOBERMAN PINSCH/GOLDEN RETR,RETURN TO OWNER,4
KALEB,DOG,LABRADOR RETR/POODLE STND,RETURN TO OWNER,0
*SYLVIA,CAT,HIMALAYAN/MIX,EUTHANIZE,44
*JESSSICA,CAT,DOMESTIC SH,ADOPTION,83
TALA,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
GRADY,DOG,LABRADOR RETR/GERM SHEPHERD,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,0
,CAT,DOMESTIC SH,DISPOSAL,0
POTATO,DOG,CHIHUAHUA SH/MIX,ADOPTION,22
OXY,DOG,BORDER COLLIE/MIX,ADOPTION,10
,CAT,DOMESTIC SH,TRANSFER,0
SUGAR,DOG,BEAGLE/MIX,RETURN TO OWNER,6
,CAT,DOMESTIC SH,TRANSFER,6
*CHEWEY,CAT,DOMESTIC MH,ADOPTION,17
*ROSE,CAT,DOMESTIC SH,ADOPTION,12
,OTHER,BAT,TRANSFER,0
REX,DOG,PIT BULL/MIX,TRANSFER,20
BUTTERCUP,CAT,DOMESTIC SH,ADOPTION,18
PERCY,DOG,BULL TERRIER,RETURN TO OWNER,1
*MARKUS,DOG,CHIHUAHUA SH/MIX,ADOPTION,14
BEAU,DOG,LABRADOR RETR/PIT BULL,TRANSFER,3
PAC,DOG,AMERICAN STAFF,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,1
SIR DUNCAN NEPAL,DOG,NEWFOUNDLAND/MIX,ADOPTION,20
BABY,DOG,PIT BULL,RETURN TO OWNER,1
*TWIGGY,DOG,CHIHUAHUA SH,ADOPTION,25
CRYSTAL,DOG,PIT BULL/MIX,EUTHANIZE,197
,CAT,DOMESTIC LH,EUTHANIZE,8
*KRISSY,CAT,DOMESTIC SH,ADOPTION,4
,CAT,DOMESTIC SH,TRANSFER,0
STEVE,DOG,IRISH TERRIER/MIX,RETURN TO OWNER,1
*WASABI,CAT,DOMESTIC SH,ADOPTION,33
*SCRUFFY,DOG,LHASA APSO,ADOPTION,11
SNOW,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,16
,CAT,DOMESTIC SH,EUTHANIZE,0
,CAT,DOMESTIC SH,TRANSFER,0
COCO,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,2
PEANUT,DOG,GERM SHEPHERD,RETURN TO OWNER,2
,CAT,DOMESTIC SH,EUTHANIZE,1
,OTHER,RAT,EUTHANIZE,6
,CAT,DOMESTIC SH,EUTHANIZE,1
,CAT,DOMESTIC SH,TRANSFER,0
,OTHER,PEAFOWL,ADOPTION,14
,CAT,DOMESTIC SH,TRANSFER,11
KILO,DOG,PIT BULL,EUTHANIZE,17
LUNA,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
KAYA,DOG,PUG/MIX,RETURN TO OWNER,6
,CAT,DOMESTIC SH,TRANSFER,0
OLIVA,DOG,PIT BULL/MIX,RETURN TO OWNER,2
,DOG,CHIHUAHUA SH,EUTHANIZE,11
CEASER,DOG,PIT BULL,RETURN TO OWNER,1
JACK,DOG,CHIHUAHUA LH/MIX,RETURN TO OWNER,3
,CAT,DOMESTIC MH,RETURN TO OWNER,12
*LUCY/MILLIE,DOG,CHIHUAHUA SH,ADOPTION,29
,CAT,DOMESTIC LH,EUTHANIZE,0
ATLAS STAR,CAT,SIAMESE,ADOPTION,42
,CAT,DOMESTIC SH,TRANSFER,10
TRIXIE,DOG,CAIRN TERRIER/MIX,RETURN TO OWNER,0
RUDY,DOG,AUST TERRIER,ADOPTION,10
,OTHER,GOAT,TRANSFER,26
,OTHER,GOOSE,EUTHANIZE,0
,OTHER,RABBIT SH,TRANSFER,14
,CAT,DOMESTIC LH,TRANSFER,5
BRUNO,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,4
CHACO,CAT,DOMESTIC SH,RETURN TO OWNER,11
WALTER,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,5
*JAK,CAT,DOMESTIC MH,ADOPTION,28
MURRAY,CAT,DOMESTIC SH,ADOPTION,36
BONNIE,DOG,PIT BULL/MIX,RETURN TO OWNER,150
BRODIE,DOG,AMERICAN STAFF/PIT BULL,RETURN TO OWNER,0
,OTHER,PIGEON,TRANSFER,17
,DOG,PIT BULL/MIX,EUTHANIZE,20
ZEUS,CAT,BENGAL/DOMESTIC SH,ADOPTION,13
MINGO,CAT,DOMESTIC SH,DIED,4
*FRENCHIE,DOG,PIT BULL/MIX,TRANSFER,29
,CAT,DOMESTIC SH,TRANSFER,12
LITTLE,DOG,PARSON RUSS TER/BOSTON TERRIER,ADOPTION,14
MAMMAHZ,DOG,CHIHUAHUA SH,RETURN TO OWNER,14
COPPER,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,7
,DOG,PIT BULL,EUTHANIZE,17
SAMBA,DOG,RHOD RIDGEBACK,RETURN TO OWNER,3
OREO,DOG,PIT BULL/PARSON RUSS TER,RETURN TO OWNER,1
TYSON,DOG,AUST CATTLE DOG,RETURN TO OWNER,1
DEJA,DOG,PIT BULL/MIX,RETURN TO OWNER,1
*ANDREA,CAT,DOMESTIC SH,ADOPTION,23
*GINGER,CAT,DOMESTIC SH,ADOPTION,18
*DANNY,DOG,GERM WH POINT/MIX,TRANSFER,30
SCOUT,DOG,PARSON RUSS TER/MIX,ADOPTION,9
HERCULES,CAT,DOMESTIC SH,ADOPTION,10
RUEGER,DOG,GOLDEN RETR,RETURN TO OWNER,0
NO SOCKS,CAT,DOMESTIC SH,ADOPTION,4
HANK,DOG,PIT BULL/LABRADOR RETR,RETURN TO OWNER,3
*NICK,DOG,GERM SHEPHERD/MIX,ADOPTION,28
BAGEL,DOG,AUST KELPIE,RETURN TO OWNER,3
MISHKA,DOG,GERM SHEPHERD,RETURN TO OWNER,0
*GUS,DOG,LABRADOR RETR/MIX,ADOPTION,14
,CAT,DOMESTIC SH,TRANSFER,0
ROSCO,DOG,ENG COONHOUND,RETURN TO OWNER,0
STAR,DOG,PIT BULL,EUTHANIZE,16
*CHELSEA,OTHER,RABBIT SH,TRANSFER,73
,DOG,SHIH TZU,TRANSFER,6
LUCA,DOG,PIT BULL,RETURN TO OWNER,0
JOSEPH,CAT,DOMESTIC LH,TRANSFER,42
CHISPA,DOG,MALTESE,RETURN TO OWNER,2
*COREY,CAT,DOMESTIC SH,ADOPTION,58
TANK,DOG,MASTIFF,RETURN TO OWNER,35
COCO,CAT,DOMESTIC MH,ADOPTION,6
*CHANDLER,CAT,DOMESTIC SH,ADOPTION,28
,DOG,LHASA APSO,EUTHANIZE,7
ANNABELLE,DOG,CAIRN TERRIER/MIX,RETURN TO OWNER,4
BUDDY,DOG,CAIRN TERRIER/MIX,RETURN TO OWNER,1
,CAT,DOMESTIC SH,EUTHANIZE,10
,CAT,SIAMESE,TRANSFER,8
,DOG,PIT BULL,EUTHANIZE,13
,CAT,DOMESTIC SH,RETURN TO OWNER,13
BABE,CAT,DOMESTIC SH,RETURN TO OWNER,1
*ANNIE,CAT,DOMESTIC SH,ADOPTION,33
CHOPPER,DOG,PIT BULL,RETURN TO OWNER,1
*CLEO,DOG,WELSH CORGI PEM/QUEENSLAND HEEL,TRANSFER,44
*FUSCHIA,CAT,DOMESTIC SH,ADOPTION,1
,OTHER,RACCOON,TRANSFER,0
*CARLY,DOG,LABRADOR RETR,EUTHANIZE,73
DOESHA,DOG,PIT BULL,RETURN TO OWNER,0
,DOG,PIT BULL,EUTHANIZE,8
PENELOPE,DOG,PIT BULL,RETURN TO OWNER,2
SPIKE,DOG,PIT BULL,RETURN TO OWNER,3
LILY,DOG,MALTESE/YORKSHIRE TERR,ADOPTION,5
CAPTAIN,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,1
*ABIGAIL,CAT,DOMESTIC SH,ADOPTION,7
*RAY,CAT,DOMESTIC SH,ADOPTION,8
,OTHER,CHICKEN,TRANSFER,28
YUTSI,DOG,CHIHUAHUA SH,RETURN TO OWNER,4
*DANIEL,CAT,DOMESTIC SH,ADOPTION,19
TYSON,DOG,BOXER,RETURN TO OWNER,0
,CAT,DOMESTIC SH,TRANSFER,0
BANE,DOG,PIT BULL,RETURN TO OWNER,2
,CAT,DOMESTIC MH,EUTHANIZE,0
SHADY,CAT,DOMESTIC MH,ADOPTION,17
,OTHER,CHICKEN,DISPOSAL,0
SMOKEY,CAT,SIAMESE,ADOPTION,23
PRINCESS,DOG,PIT BULL,RETURN TO OWNER,10
